(0.0, 2525.0, 135.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 2.0, 200.0, 2.0, 0.0)		0.0
(1.0, 4283.0, 4625.0, 2.0, 11.0, 4.0, 458.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0)		0.0
(1.0, 2667.0, 175.0, 1.0, 8.0, 4.0, 1.0, 1.0, 1.0, 5.0, 1.0, 2.0, 160.0, 5778.0, 1.0)		1.0
(1.0, 5783.0, 704.0, 2.0, 7.0, 4.0, 14.0, 1.0, 1.0, 6.0, 1.0, 2.0, 360.0, 1333.0, 1.0)		0.0
(1.0, 5592.0, 115.0, 2.0, 1.0, 1.0, 5.0, 1.0, 1.0, 5.0, 0.0, 2.0, 0.0, 8852.0, 1.0)		1.0
(1.0, 5133.0, 10.0, 2.0, 3.0, 5.0, 0.0, 1.0, 1.0, 11.0, 0.0, 2.0, 0.0, 1250.0, 1.0)		0.0
(1.0, 3983.0, 5.0, 2.0, 7.0, 4.0, 25.0, 1.0, 0.0, 0.0, 0.0, 1.0, 288.0, 1.0, 0.0)		0.0
(1.0, 2758.0, 204.0, 1.0, 6.0, 4.0, 2.0, 1.0, 1.0, 3.0, 1.0, 2.0, 370.0, 561.0, 1.0)		0.0
(1.0, 3017.0, 65.0, 2.0, 13.0, 4.0, 3125.0, 1.0, 1.0, 8.0, 0.0, 2.0, 330.0, 1201.0, 1.0)		1.0
(1.0, 5183.0, 204.0, 1.0, 1.0, 1.0, 15.0, 0.0, 0.0, 0.0, 0.0, 2.0, 120.0, 2.0, 0.0)		0.0
(0.0, 25.0, 11.0, 1.0, 6.0, 4.0, 45.0, 1.0, 0.0, 0.0, 0.0, 2.0, 120.0, 1.0, 0.0)		0.0
(1.0, 2967.0, 75.0, 1.0, 8.0, 4.0, 4.0, 0.0, 0.0, 0.0, 0.0, 2.0, 240.0, 1.0, 0.0)		0.0
(0.0, 3367.0, 375.0, 2.0, 13.0, 4.0, 375.0, 0.0, 0.0, 0.0, 0.0, 2.0, 300.0, 45.0, 1.0)		0.0
(1.0, 2575.0, 75.0, 2.0, 8.0, 5.0, 25.0, 1.0, 0.0, 0.0, 0.0, 2.0, 349.0, 24.0, 1.0)		0.0
(0.0, 2867.0, 104.0, 2.0, 8.0, 4.0, 25.0, 1.0, 1.0, 5.0, 1.0, 2.0, 300.0, 1431.0, 1.0)		0.0
(0.0, 1808.0, 375.0, 3.0, 13.0, 1.0, 10.0, 0.0, 0.0, 0.0, 1.0, 1.0, 300.0, 1.0, 1.0)		0.0
(1.0, 2042.0, 7.0, 2.0, 8.0, 4.0, 1625.0, 1.0, 1.0, 3.0, 0.0, 2.0, 200.0, 1392.0, 1.0)		1.0
(1.0, 175.0, 22.0, 3.0, 1.0, 7.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 450.0, 100001.0, 1.0)		1.0
(1.0, 1808.0, 675.0, 1.0, 7.0, 4.0, 4.0, 0.0, 0.0, 0.0, 0.0, 2.0, 140.0, 1.0, 0.0)		0.0
(1.0, 4767.0, 25.0, 2.0, 7.0, 5.0, 25.0, 1.0, 1.0, 12.0, 1.0, 2.0, 410.0, 2511.0, 1.0)		1.0
(1.0, 5742.0, 85.0, 2.0, 10.0, 8.0, 7.0, 1.0, 1.0, 3.0, 0.0, 2.0, 0.0, 1.0, 1.0)		0.0
(1.0, 1375.0, 4.0, 1.0, 9.0, 4.0, 175.0, 1.0, 1.0, 2.0, 1.0, 2.0, 120.0, 1001.0, 1.0)		0.0
(1.0, 1933.0, 95.0, 2.0, 11.0, 4.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 60.0, 401.0, 1.0)		0.0
(0.0, 2192.0, 11665.0, 2.0, 4.0, 8.0, 85.0, 0.0, 0.0, 0.0, 0.0, 2.0, 320.0, 6.0, 0.0)		0.0
(1.0, 1758.0, 10.0, 2.0, 9.0, 8.0, 165.0, 0.0, 1.0, 1.0, 0.0, 2.0, 120.0, 2.0, 0.0)		0.0
(1.0, 3483.0, 25.0, 1.0, 9.0, 4.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 200.0, 1.0, 0.0)		0.0
(1.0, 2917.0, 35.0, 2.0, 9.0, 4.0, 35.0, 1.0, 1.0, 3.0, 1.0, 2.0, 329.0, 1.0, 0.0)		0.0
(1.0, 2142.0, 75.0, 1.0, 12.0, 7.0, 75.0, 0.0, 0.0, 0.0, 1.0, 2.0, 132.0, 3.0, 0.0)		0.0
(1.0, 1817.0, 1025.0, 2.0, 8.0, 8.0, 1085.0, 0.0, 0.0, 0.0, 0.0, 2.0, 320.0, 14.0, 0.0)		0.0
(1.0, 28.0, 3.0, 2.0, 9.0, 4.0, 75.0, 0.0, 0.0, 0.0, 1.0, 2.0, 300.0, 68.0, 0.0)		0.0
(0.0, 4583.0, 105.0, 2.0, 11.0, 4.0, 5.0, 1.0, 1.0, 7.0, 1.0, 2.0, 0.0, 1.0, 1.0)		0.0
(1.0, 2275.0, 115.0, 2.0, 3.0, 4.0, 415.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0)		0.0
(0.0, 3157.0, 35.0, 2.0, 2.0, 4.0, 3.0, 1.0, 0.0, 0.0, 1.0, 2.0, 300.0, 1.0, 0.0)		0.0
(0.0, 2042.0, 75.0, 2.0, 4.0, 4.0, 15.0, 1.0, 1.0, 1.0, 0.0, 2.0, 160.0, 235.0, 1.0)		0.0
(0.0, 2125.0, 2335.0, 2.0, 3.0, 5.0, 5.0, 1.0, 1.0, 4.0, 0.0, 1.0, 80.0, 1.0, 1.0)		0.0
(1.0, 2667.0, 425.0, 2.0, 13.0, 4.0, 429.0, 1.0, 1.0, 1.0, 1.0, 2.0, 120.0, 1.0, 1.0)		0.0
(0.0, 2733.0, 1665.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 340.0, 2.0, 0.0)		0.0
(1.0, 4208.0, 104.0, 2.0, 9.0, 4.0, 5.0, 1.0, 1.0, 6.0, 1.0, 2.0, 500.0, 10001.0, 1.0)		1.0
(0.0, 1825.0, 10.0, 2.0, 9.0, 4.0, 1.0, 0.0, 1.0, 1.0, 0.0, 2.0, 120.0, 2.0, 0.0)		0.0
(0.0, 285.0, 1.0, 2.0, 11.0, 4.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 167.0, 501.0, 0.0)		0.0
(0.0, 215.0, 6.0, 2.0, 6.0, 4.0, 25.0, 1.0, 1.0, 3.0, 0.0, 2.0, 80.0, 919.0, 1.0)		0.0
(1.0, 2183.0, 11.0, 2.0, 14.0, 4.0, 29.0, 1.0, 1.0, 6.0, 0.0, 2.0, 121.0, 1.0, 1.0)		0.0
(1.0, 2192.0, 5.0, 2.0, 8.0, 4.0, 125.0, 0.0, 0.0, 0.0, 0.0, 2.0, 360.0, 1.0, 0.0)		0.0
(1.0, 3267.0, 9.0, 1.0, 9.0, 8.0, 525.0, 1.0, 0.0, 0.0, 1.0, 2.0, 154.0, 1.0, 1.0)		0.0
