(-0.707, -1.43, -1.0)		-1.0
(-2.1, -0.604, 1.0)		1.0
(0.721, 0.731, -1.0)		-1.0
(-0.234, -0.974, -1.0)		-1.0
(1.26, 0.462, -1.0)		-1.0
(-0.527, 0.887, -1.0)		-1.0
(1.03, 0.805, -1.0)		-1.0
(0.276, -0.218, 1.0)		1.0
(-1.07, -0.039, 1.0)		1.0
(1.35, -1.51, 1.0)		1.0
(0.507, 1.02, -1.0)		-1.0
(0.306, -1.13, -1.0)		-1.0
(-1.21, -0.392, 1.0)		1.0
(-0.793, 0.905, 1.0)		-1.0
(0.204, -1.29, -1.0)		-1.0
(1.39, -0.631, 1.0)		1.0
(-0.218, -1.63, -1.0)		-1.0
(-1.34, 0.626, -1.0)		-1.0
(-0.35, 2.07, -1.0)		-1.0
(0.021, -0.905, -1.0)		-1.0
(-0.614, -1.22, -1.0)		-1.0
(0.753, 0.781, -1.0)		-1.0
(1.23, 0.0999, 1.0)		-1.0
(0.445, 0.0484, 1.0)		1.0
(-0.959, 1.07, -1.0)		-1.0
(-0.204, -0.181, 1.0)		1.0
(-2.18, -1.88, 1.0)		1.0
(-0.474, 0.264, 1.0)		1.0
(0.904, 1.15, -1.0)		-1.0
(-0.876, 0.92, -1.0)		-1.0
(1.1, -0.313, 1.0)		1.0
(1.26, -1.03, 1.0)		1.0
(0.961, -1.33, 1.0)		1.0
(-0.224, -1.02, -1.0)		-1.0
(-0.558, -1.73, -1.0)		-1.0
(-0.18, -0.639, -1.0)		-1.0
(0.326, 0.00626, 1.0)		1.0
(0.279, 0.149, 1.0)		1.0
(-1.43, 0.0281, 1.0)		1.0
(0.449, -0.0489, 1.0)		1.0
(0.465, 0.842, -1.0)		-1.0
(-0.49, 1.25, -1.0)		-1.0
(0.368, -0.856, -1.0)		-1.0
(-0.0242, -1.28, -1.0)		-1.0
(0.42, 2.1, -1.0)		-1.0
(-1.09, -0.463, 1.0)		1.0
(-0.391, -0.547, 1.0)		1.0
(0.703, -0.583, 1.0)		1.0
(-1.3, 0.469, -1.0)		-1.0
(-1.44, -0.505, 1.0)		1.0
(1.01, 0.865, -1.0)		-1.0
(1.55, -0.649, -1.0)		-1.0
(0.447, -1.18, -1.0)		-1.0
(-0.0433, 0.605, 1.0)		1.0
(-1.56, -0.329, 1.0)		1.0
(-1.37, 0.808, -1.0)		-1.0
(-0.448, -0.354, 1.0)		1.0
(1.53, 0.368, -1.0)		-1.0
(-0.672, 1.35, -1.0)		-1.0
(0.883, 0.598, -1.0)		-1.0
(0.491, 0.194, 1.0)		1.0
(-0.11, -1.21, -1.0)		-1.0
(-0.436, 1.86, -1.0)		-1.0
(0.924, 0.701, -1.0)		-1.0
(1.24, 0.908, -1.0)		-1.0
(-0.058, -0.904, -1.0)		-1.0
(0.195, -1.27, -1.0)		-1.0
(2.0, 1.28, 1.0)		1.0
(0.562, 0.172, 1.0)		1.0
(0.278, 0.383, 1.0)		1.0
(-0.711, 0.465, 1.0)		1.0
(-0.605, -1.52, -1.0)		-1.0
(1.39, 0.155, -1.0)		-1.0
(0.38, -1.35, -1.0)		-1.0
(-1.07, -0.709, 1.0)		1.0
(-0.958, 0.812, -1.0)		-1.0
(-0.296, 0.538, 1.0)		1.0
(0.952, 0.836, -1.0)		-1.0
(0.917, 0.231, -1.0)		-1.0
(-1.72, 0.142, 1.0)		1.0
(-1.52, -0.368, 1.0)		1.0
(-1.53, 0.257, -1.0)		-1.0
(1.38, -0.645, 1.0)		1.0
(0.102, -1.36, -1.0)		-1.0
(1.45, -1.25, 1.0)		1.0
(-1.12, 0.589, 1.0)		-1.0
(0.613, -0.0651, 1.0)		1.0
(2.44, -0.448, -1.0)		-1.0
(1.33, -1.71, 1.0)		1.0
(0.289, 1.01, -1.0)		-1.0
(-1.05, 0.219, 1.0)		1.0
(-0.405, -1.09, -1.0)		-1.0
(0.819, 0.546, -1.0)		-1.0
(1.58, -0.468, -1.0)		-1.0
(1.07, 1.53, -1.0)		1.0
(0.434, 0.295, 1.0)		1.0
(-0.385, -0.734, 1.0)		-1.0
(0.85, -0.829, 1.0)		1.0
(-0.901, -1.68, -1.0)		-1.0
(-0.0677, 1.74, -1.0)		-1.0
(0.244, 1.84, 1.0)		-1.0
(-1.84, -0.958, 1.0)		1.0
(1.21, 0.00827, -1.0)		-1.0
(-1.13, -1.06, -1.0)		-1.0
(0.0114, 1.66, -1.0)		-1.0
(1.89, -0.633, -1.0)		-1.0
(0.367, -0.451, 1.0)		1.0
(0.344, 0.908, -1.0)		-1.0
(-0.416, 0.246, 1.0)		1.0
(-0.716, -1.19, -1.0)		-1.0
(-1.07, -0.552, 1.0)		1.0
(-1.94, 0.832, -1.0)		-1.0
(0.21, 2.18, -1.0)		-1.0
(-0.932, -1.15, -1.0)		-1.0
(0.23, -1.15, -1.0)		-1.0
(1.55, 1.1, 1.0)		1.0
(0.497, 1.27, -1.0)		-1.0
(-0.599, 1.44, -1.0)		-1.0
(0.928, 1.45, 1.0)		1.0
(1.38, 1.25, 1.0)		1.0
(-0.866, -0.197, 1.0)		1.0
(-0.817, -0.783, -1.0)		-1.0
(0.221, 0.147, 1.0)		1.0
(-0.314, -0.919, -1.0)		-1.0
(0.802, 0.852, -1.0)		-1.0
(1.25, -1.38, 1.0)		1.0
(0.991, -1.1, 1.0)		1.0
(-0.927, -0.595, 1.0)		1.0
(0.517, 1.71, -1.0)		-1.0
(0.952, -0.782, 1.0)		1.0
(-0.215, -0.217, 1.0)		1.0
(-0.207, -1.37, -1.0)		-1.0
(-0.223, 1.65, 1.0)		-1.0
(-0.882, -0.726, -1.0)		1.0
(-0.747, -0.509, 1.0)		1.0
(1.27, -0.519, -1.0)		1.0
(0.009, 0.928, 1.0)		-1.0
(-1.17, 0.586, -1.0)		-1.0
(0.521, 0.56, 1.0)		-1.0
(-1.01, 0.768, -1.0)		-1.0
(0.605, 0.378, 1.0)		-1.0
(-0.582, -0.587, 1.0)		1.0
(0.125, -1.24, -1.0)		-1.0
(-0.471, -0.919, -1.0)		-1.0
(1.4, 0.541, -1.0)		-1.0
(1.49, -1.53, 1.0)		1.0
(0.459, 1.69, 1.0)		-1.0
(0.183, -1.16, -1.0)		-1.0
(-0.104, 0.48, 1.0)		1.0
(-0.0541, -1.31, -1.0)		-1.0
(0.728, 0.752, -1.0)		-1.0
(-1.13, 0.654, -1.0)		-1.0
(-0.265, 1.71, -1.0)		-1.0
(-1.96, -0.442, 1.0)		1.0
(0.675, 0.886, -1.0)		-1.0
(-1.76, -1.33, 1.0)		1.0
(-1.92, -1.17, 1.0)		1.0
(-1.42, -1.4, -1.0)		1.0
(-0.39, -1.01, -1.0)		-1.0
(-0.634, 1.21, -1.0)		-1.0
(-0.218, -1.05, -1.0)		-1.0
(0.332, -0.527, 1.0)		1.0
(0.171, -0.502, 1.0)		1.0
(-2.13, -1.85, 1.0)		1.0
(0.0273, -0.683, -1.0)		-1.0
(-0.0897, -0.115, 1.0)		1.0
(0.603, 1.8, 1.0)		1.0
(-0.0232, -1.24, -1.0)		-1.0
(-1.48, 0.944, -1.0)		-1.0
(-0.0127, -1.12, -1.0)		-1.0
(-0.587, 1.01, -1.0)		-1.0
(0.163, -1.13, -1.0)		-1.0
(0.93, 0.65, -1.0)		-1.0
(1.5, -0.0608, -1.0)		-1.0
(-0.0911, -0.0844, 1.0)		1.0
(1.64, -0.308, -1.0)		-1.0
(0.404, -1.1, -1.0)		-1.0
(1.37, 1.24, 1.0)		1.0
(-1.22, -0.107, 1.0)		1.0
(-0.642, -1.35, -1.0)		-1.0
(-0.181, -1.1, -1.0)		-1.0
(-0.218, -0.882, -1.0)		-1.0
(-0.683, 0.139, 1.0)		1.0
(-0.305, 1.18, -1.0)		-1.0
(-1.19, 0.814, -1.0)		-1.0
(-0.758, 0.794, -1.0)		-1.0
(0.811, 1.07, -1.0)		-1.0
(1.45, -1.03, 1.0)		1.0
(-0.169, -0.601, 1.0)		1.0
(0.462, 1.89, -1.0)		-1.0
(-1.89, -1.16, 1.0)		1.0
(-0.0199, -1.32, -1.0)		-1.0
(-0.396, -1.45, -1.0)		-1.0
(-1.08, 0.89, -1.0)		-1.0
(0.624, -0.285, 1.0)		1.0
(-0.177, 1.51, -1.0)		-1.0
(-0.437, -0.789, -1.0)		-1.0
(1.22, 1.48, 1.0)		1.0
(-0.961, 0.755, -1.0)		-1.0
(-1.64, 0.572, -1.0)		-1.0
(1.34, 0.274, -1.0)		-1.0
(1.16, -0.254, -1.0)		-1.0
(-0.38, -1.34, -1.0)		-1.0
(0.918, 1.72, 1.0)		1.0
(-1.14, -0.927, 1.0)		1.0
(-0.516, 1.46, -1.0)		-1.0
(0.188, 1.59, 1.0)		-1.0
(-1.51, -0.27, 1.0)		1.0
(1.21, 0.151, -1.0)		-1.0
(1.05, -1.11, 1.0)		1.0
(0.385, -1.07, 1.0)		-1.0
(-0.139, -0.363, 1.0)		1.0
(0.953, -1.3, 1.0)		1.0
(0.725, 1.33, -1.0)		-1.0
(0.0966, -1.06, -1.0)		-1.0
(-0.347, -1.15, -1.0)		-1.0
(-0.0605, 1.65, -1.0)		-1.0
(-1.88, -1.26, 1.0)		1.0
(0.484, -0.427, 1.0)		1.0
(-0.618, -0.506, 1.0)		1.0
(-0.121, -1.05, -1.0)		-1.0
(-0.169, -0.135, 1.0)		1.0
(-1.28, -0.542, 1.0)		1.0
(1.62, -0.131, -1.0)		-1.0
(-0.446, -1.53, -1.0)		-1.0
(1.16, -0.357, 1.0)		1.0
(0.298, -0.878, -1.0)		-1.0
(-1.46, 1.11, -1.0)		-1.0
(-0.764, 0.218, 1.0)		1.0
(0.901, -0.952, 1.0)		1.0
(0.955, 0.142, 1.0)		-1.0
(-1.12, -1.17, -1.0)		-1.0
(-0.0845, 1.15, -1.0)		-1.0
(-0.844, 0.371, 1.0)		1.0
(-1.43, 0.0911, 1.0)		1.0
(-0.978, -1.05, 1.0)		-1.0
(-0.899, -1.38, -1.0)		-1.0
(0.942, 1.83, 1.0)		1.0
(1.35, 0.677, -1.0)		-1.0
(-0.678, 1.6, -1.0)		-1.0
(-0.145, 1.65, -1.0)		-1.0
(1.35, -0.518, -1.0)		1.0
(-1.54, -0.598, 1.0)		1.0
(1.12, 1.14, -1.0)		-1.0
(-0.715, -1.49, -1.0)		-1.0
(-1.0, -0.885, -1.0)		-1.0
(-0.357, 1.51, -1.0)		-1.0
(-0.859, 1.26, -1.0)		-1.0
(0.8, 1.56, -1.0)		-1.0
(-1.53, 0.795, -1.0)		-1.0
(0.707, -0.778, 1.0)		1.0
(-1.62, 0.213, -1.0)		1.0
(-0.836, -1.36, -1.0)		-1.0
(-1.84, -0.284, 1.0)		1.0
(-0.685, 0.727, 1.0)		1.0
(0.875, -1.47, 1.0)		1.0
(-0.079, 0.227, 1.0)		1.0
(0.731, 1.74, 1.0)		1.0
(-1.15, -0.659, 1.0)		1.0
(-1.6, 0.788, -1.0)		-1.0
(-0.114, 0.846, 1.0)		1.0
(-1.14, 1.08, -1.0)		-1.0
(0.143, 0.845, -1.0)		-1.0
(0.678, 0.961, -1.0)		-1.0
(-0.397, 0.563, 1.0)		1.0
(-0.872, 0.663, -1.0)		-1.0
(-0.262, 1.71, 1.0)		-1.0
(-1.2, -1.4, -1.0)		-1.0
(1.08, 0.088, -1.0)		-1.0
(0.523, -1.38, -1.0)		-1.0
(1.23, -0.0874, -1.0)		-1.0
(1.13, -1.75, 1.0)		1.0
(-0.466, -0.851, -1.0)		-1.0
(-0.336, 0.182, 1.0)		1.0
(1.04, 0.0909, 1.0)		-1.0
(0.553, -0.172, 1.0)		1.0
(0.134, -1.06, -1.0)		-1.0
(-0.882, -0.608, 1.0)		1.0
(1.24, 0.441, -1.0)		-1.0
(-0.714, -1.65, -1.0)		-1.0
(0.547, 1.15, -1.0)		-1.0
(-1.47, 0.96, -1.0)		-1.0
(0.437, 2.35, -1.0)		-1.0
(-0.539, 0.292, 1.0)		1.0
(0.543, 0.913, -1.0)		-1.0
(-1.34, -1.05, 1.0)		1.0
(-0.326, 0.0769, 1.0)		1.0
(0.843, 0.634, -1.0)		-1.0
(0.452, -0.204, 1.0)		1.0
(0.974, 0.877, -1.0)		-1.0
(1.97, 0.041, -1.0)		-1.0
(0.554, -0.454, 1.0)		1.0
(-1.29, -0.264, 1.0)		1.0
(-1.18, -0.898, 1.0)		1.0
(1.08, 1.37, 1.0)		1.0
(-1.04, -1.07, -1.0)		-1.0
(-0.325, 0.969, 1.0)		-1.0
(0.72, 0.677, -1.0)		-1.0
(0.803, 0.349, -1.0)		-1.0
(-1.58, -0.798, 1.0)		1.0
(1.3, -0.346, -1.0)		-1.0
(0.332, -0.69, 1.0)		1.0
(-0.0128, -1.27, -1.0)		-1.0
(-1.83, 0.379, -1.0)		-1.0
(-1.21, 1.0, -1.0)		-1.0
(-0.76, -1.26, -1.0)		-1.0
(-0.665, 1.61, -1.0)		-1.0
(1.12, -0.447, 1.0)		1.0
(-0.23, 2.0, 1.0)		-1.0
(-0.176, -0.207, 1.0)		1.0
(-1.75, -1.92, 1.0)		1.0
(-0.599, 1.25, -1.0)		-1.0
(0.101, 0.881, 1.0)		-1.0
(-0.298, -1.16, -1.0)		-1.0
(1.01, 0.257, -1.0)		-1.0
(-0.479, 0.91, -1.0)		-1.0
(-0.428, -0.509, 1.0)		1.0
(-1.74, 0.367, -1.0)		-1.0
(0.637, 1.25, -1.0)		-1.0
(0.00879, 1.47, -1.0)		-1.0
(-0.302, -0.116, 1.0)		1.0
(0.157, 0.956, -1.0)		-1.0
(-0.617, 1.61, -1.0)		-1.0
(0.934, 0.32, -1.0)		-1.0
(-0.226, -1.45, -1.0)		-1.0
(-0.667, -0.895, -1.0)		-1.0
(-0.0337, -1.36, -1.0)		-1.0
(-0.0411, 0.32, 1.0)		1.0
(-1.78, -0.607, 1.0)		1.0
(-0.495, 1.31, -1.0)		-1.0
(-0.823, 0.729, -1.0)		-1.0
(0.916, -0.0255, 1.0)		-1.0
(1.7, 0.0023, -1.0)		-1.0
(-0.563, 1.29, -1.0)		-1.0
(-0.995, -0.507, 1.0)		1.0
(-1.39, -0.943, 1.0)		1.0
(-1.75, -1.63, 1.0)		1.0
(0.742, 0.744, -1.0)		-1.0
(-0.435, -1.53, -1.0)		-1.0
(2.27, 0.284, -1.0)		-1.0
(0.175, -0.887, -1.0)		-1.0
(1.17, 1.37, -1.0)		1.0
(-1.75, -1.27, 1.0)		1.0
(-1.33, 0.878, -1.0)		-1.0
(-0.238, 1.74, 1.0)		-1.0
(0.99, 1.02, -1.0)		-1.0
(-1.9, 0.856, -1.0)		-1.0
(-1.64, -1.16, 1.0)		1.0
(-0.415, 0.463, 1.0)		1.0
(0.435, 0.397, 1.0)		1.0
(-0.306, 2.28, -1.0)		-1.0
(0.569, 1.15, -1.0)		-1.0
(1.04, -1.17, 1.0)		1.0
(-1.28, -1.12, 1.0)		1.0
(-1.07, 1.3, -1.0)		-1.0
(-0.211, -0.637, -1.0)		-1.0
(-0.104, -1.15, -1.0)		-1.0
(-0.0169, -0.939, -1.0)		-1.0
(-1.4, 0.247, 1.0)		1.0
(-0.897, -0.972, -1.0)		-1.0
(-1.68, -0.472, 1.0)		1.0
(0.655, 1.72, 1.0)		1.0
(-0.58, -0.579, 1.0)		1.0
(0.688, -0.878, 1.0)		-1.0
(1.55, -0.00546, -1.0)		-1.0
(-2.25, 0.167, -1.0)		-1.0
(0.252, 0.258, 1.0)		1.0
(1.54, -0.749, -1.0)		-1.0
(-1.5, 0.0847, 1.0)		1.0
(-0.851, -1.26, -1.0)		-1.0
(-0.403, -0.636, 1.0)		1.0
